131  1093.89  851.835  367.384  404.28 
132  941.546  731.368  281.078  319.581 
133  1122.9  894.385  378.79  397.265 
134  1113.6  842.534  331.964  390.784 
135  1304.76  1012.32  429.859  473.654 
136  930.245  725.523  282.605  316.857 
137  1113.13  891.559  380.4  397.06 
138  1106.44  849.65  338.571  391.183 
139  1292.12  1012.48  434.58  474.227 
140  1143.73  887.393  346.481  390.395 
141  1322.53  1052.44  446.496  465.246 
142  1319.97  1008.07  399.253  463.398 
143  1499.85  1168.23  494.938  543.688 
144  958.113  744.159  276.125  317.047 
145  1145.4  909.542  372.989  400.444 
146  1128.15  858.41  328.103  382.021 
147  1318.63  1022.54  426.469  470.916 
148  1165.2  908.482  336.887  387.683 
149  1348.52  1069.8  434.859  465.177 
150  1334.31  1018.93  387.623  453.201 
151  1520.91  1178.59  484.621  536.239 
152  1158.51  907.717  341.413  386.396 
153  1342.63  1070.79  438.189  466.826 
154  1333.32  1028.96  397.29  454.599 
155  1516.55  1187.93  492.581  541.621 
156  1367.79  1065.68  402.035  456.723 
157  1547.38  1228.64  502.981  533.042 
158  1543.34  1186.89  456.275  526.955 
159  1721.94  1341.91  552.755  606.961 
160  959.792  748.207  296.811  335.842 
161  1146.38  920.81  394.425  423.541 
162  1121.69  865.738  354.12  403.41 
163  1317.56  1038.67  448.736  490.059 
164  1152.46  900.078  353.988  397.244 
165  1342.87  1073.78  455.536  483.221 
166  1321.17  1019.96  408.957  470.45 
167  1515.3  1188.06  506.493  556.116 
168  1153.93  906.502  357.12  399.794 
169  1334.39  1076.97  454.744  487.819 
170  1328.95  1031.87  418.113  473.525 
171  1507.82  1194.76  508.83  560.476 
172  1361.47  1061.94  417.343  468.755 
173  1537.52  1229.21  515.854  550.868 
174  1526.86  1175.19  469.903  536.603 
175  1709.62  1343.41  568.226  623.951 
176  1178.12  927.479  354.759  402.21 
177  1358.49  1092.05  448.496  488.297 
178  1341.61  1040.5  407.196  466.92 
179  1533.02  1208.33  505.425  558.551 
180  1376.88  1080.83  411.056  464.649 
181  1561  1249.78  510.312  551.765 
182  1547.4  1194.58  464.759  534.568 
183  1733.79  1360.34  563.768  622.039 
184  1378.63  1090.3  418.198  468.629 
185  1562.23  1253.8  516.003  557.44 
186  1550.93  1212.13  475.591  536.725 
187  1731.67  1370.47  570.7  625.674 
188  1588.22  1247.46  477.59  536.901 
189  1762.18  1405.52  574.805  617.89 
190  1754.27  1358.94  531.147  604.49 
191  1932.15  1517.34  628.443  689.476 
192  849.256  671.728  255.554  274.19 
193  1028.33  839.52  349.367  353.279 
194  1016.11  786.075  308.728  342.552 
195  1197.38  948.622  401.733  425.753 
196  1048.36  827.816  313.052  340.607 
197  1223.71  990.249  413.814  418.243 
198  1219.05  940.231  364.876  411.577 
199  1397.24  1100.73  463.055  492.231 
200  1029.34  819.604  309.236  333.451 
201  1214.55  991.356  412.333  416.74 
202  1214.6  943.498  367.974  412.961 
203  1398.28  1109.7  466.633  496.031 
204  1246.79  979.703  375.894  405.691 
205  1424.79  1146.99  476.773  487.633 
206  1428.77  1100.07  429.395  484.411 
207  1609.91  1264.53  530.432  566.034 
208  1065  845.839  307.525  338.029 
209  1245.67  1012.18  402.677  419.849 
210  1237.81  960.585  362.811  404.709 
211  1422.96  1125.49  457.977  493.059 
212  1265.13  1000.38  366.317  401.103 
213  1448.93  1171.08  469.326  485.173 
214  1437.28  1109.76  417.315  471.014 
215  1618.62  1274.96  517.817  556.007 
216  1252.54  997.893  364.517  401.674 
217  1440.53  1169.19  468.277  486.374 
218  1437.97  1122.39  424.426  477.513 
219  1621.49  1286.26  522.56  563.142 
220  1464.73  1155.39  426.553  467.669 
221  1650.31  1322.08  531.614  552.595 
222  1648.71  1273.53  483.694  544.743 
223  1825.73  1435.34  583.143  627.558 
224  1069.84  854.431  333.464  357.93 
225  1253.02  1022.92  428.934  443.899 
226  1235.86  971.758  391.376  427.378 
227  1414.23  1133.46  480.72  510.764 
228  1263.36  1002.87  391.354  416.871 
229  1448.28  1174.53  491.779  503.672 
230  1426.44  1114.97  441.254  490.8 
231  1614.5  1284  543.075  574.067 
232  1258.78  1007.75  392.719  420.369 
233  1439.68  1177.43  489.836  505.295 
234  1429.47  1126.89  446.821  490.555 
235  1608.16  1289.7  542.395  578.09 
236  1459.74  1154.37  450.791  486.121 
237  1642.99  1327.27  553.749  572.292 
238  1631.5  1269.03  502.174  558.828 
239  1815.41  1439.23  602.967  643.451 
240  1281.4  1025.8  384.357  419.33 
241  1467.01  1196.04  483.13  507.104 
242  1452.79  1142.54  441.895  489.703 
243  1633.71  1306.58  536.727  576.983 
244  1478.81  1175.12  441.679  480.1 
245  1667.73  1348.58  546.358  569.744 
246  1648.09  1285.06  496.358  552.283 
247  1826.98  1452.88  595.209  638.523 
248  1476.76  1183.64  444.422  482.773 
249  1659.4  1350.19  543.844  571.453 
250  1659.28  1307.25  505.948  557.339 
251  1834.42  1468.24  599.493  644.564 
252  1682.31  1334.11  502.978  549.392 
253  1865.84  1502.16  607.757  637.287 
254  1856.36  1448.87  558.111  621.958 
255  2034.75  1612.77  658.077  706.386 
256  719.768  550.784  242.915  233.434 
257  918.15  726.399  347.816  321.602 
258  901.14  679.056  300.691  311.755 
259  1099.45  849.52  401.399  400.829 
260  924.986  710.481  306.992  300.222 
261  1113.41  878.831  410.268  384.499 
262  1106.74  832.625  362.16  376.425 
263  1292.32  995.595  463.253  460.742 
264  945.399  733.503  316.057  312.481 
265  1132.36  897.49  419.713  396.361 
266  1116.71  851.084  371.025  389.327 
267  1306.71  1015.37  470.486  475.224 
268  1146.22  880.904  377.15  377.082 
269  1327.95  1046.49  481.817  458.755 
270  1326.43  1002.71  430.504  456.882 
271  1503.82  1162.03  532.566  538.224 
272  956.717  737.748  305.192  306.587 
273  1146.33  901.927  408.395  396.298 
274  1124.67  852.953  359.005  374.663 
275  1320.35  1020.67  463.935  468.231 
276  1160.32  896.446  367.182  371.709 
277  1345.92  1059.23  470.865  458.586 
278  1324.85  1003.21  417.49  439.32 
279  1516.65  1168.58  522.619  527.157 
280  1174.98  906.106  372.684  378.482 
281  1356.89  1068.03  478.393  466.78 
282  1340.34  1024.6  425.407  450.978 
283  1524.32  1181.78  531.292  539.065 
284  1370.67  1056.16  432.686  442.366 
285  1554.24  1219.33  537.676  526.945 
286  1542.8  1172.7  485.368  517.866 
287  1725.08  1332.38  590.359  601.129 
288  948.537  740.207  327.927  322.892 
289  1140.59  909.838  426.58  410.611 
290  1123.27  865.439  385.733  398.559 
291  1315.66  1031.23  483.753  486.786 
292  1149.56  893.746  391.192  385.465 
293  1340.07  1064.66  492.327  471.742 
294  1326.76  1017.91  446.508  461.183 
295  1515.2  1182.32  547.531  547.327 
296  1157.87  910.595  393.187  393.749 
297  1342.86  1073.88  493.293  479.301 
298  1332.36  1033.09  451.721  469.371 
299  1518.67  1196.9  548.823  556.752 
300  1352.19  1053.33  454.517  455.187 
301  1536.73  1218.45  556.094  539.34 
302  1531.89  1174.33  509.116  532.539 
303  1714.02  1338.88  608.685  617.526 
304  1171.21  917.1  386.553  395.623 
305  1362.7  1084.62  489.494  483.382 
306  1345.3  1039.07  441.968  464.862 
307  1528.59  1202.44  542.152  552.169 
308  1369.84  1068.75  444.94  453.618 
309  1554.57  1234.41  549.575  541.666 
310  1540.23  1183.48  498.804  524.353 
311  1727.67  1350.77  603.435  614.215 
312  1383.91  1087.33  451.685  461.313 
313  1568.27  1246.89  552.857  549.217 
314  1554.91  1208.23  506.089  531.555 
315  1736.88  1366.31  608.642  620.802 
316  1578.95  1230.83  508.779  523.196 
317  1762.7  1395.67  615.673  609.346 
318  1752.12  1348.83  561.573  595.065 
319  1935.79  1510.76  667.373  681.884 
320  836.79  660.156  282.782  263.078 
321  1016.92  825.768  382.294  345.32 
322  1015.79  782.132  341.047  339.282 
323  1192.62  940.987  432.492  421.022 
324  1040.95  812.6  344.993  327.36 
325  1215.06  975.078  445.597  409.06 
326  1216.36  926.604  396.167  404.995 
327  1390.51  1088.54  492.705  484.903 
328  1048.8  830.67  346.546  331.022 
329  1226.95  991.914  448.336  412.933 
330  1230.36  954.51  406.259  413.871 
331  1400.34  1108.17  498.108  492.708 
332  1251.63  975.026  406.512  396.892 
333  1426.29  1139.42  511.875  480.476 
334  1432.8  1091.82  460.723  481.024 
335  1599.54  1251.43  557.641  556.799 
336  1075.31  846.195  341.638  333.57 
337  1251.97  1005.22  441.229  419.815 
338  1240.13  958.445  394.541  400.079 
339  1422.08  1118.73  494.715  490.35 
340  1277.55  994.973  401.828  394.439 
341  1449.21  1155.69  503.094  481.817 
342  1441.55  1106.85  452.066  465.768 
343  1615.24  1262.74  551.791  549.871 
344  1277.28  1002.65  399.93  398.603 
345  1457.76  1165.47  506.491  485.641 
346  1448.29  1125.53  458.357  474.966 
347  1624.3  1277.54  557.27  558.872 
348  1481.59  1151.52  460.241  461.933 
349  1652.75  1312.06  565.32  545.045 
350  1650.37  1264.97  512.051  538.634 
351  1828.67  1427.75  616.752  623.49 
352  1061.57  843.177  366.235  349.123 
353  1243.74  1009.88  464.077  435.647 
354  1234.15  962.407  422.115  423.834 
355  1411.52  1124.61  516.204  507.606 
356  1258.2  989.062  424.405  408.193 
357  1441.84  1160.17  528.41  496.365 
358  1424.28  1103.37  476.486  484.236 
359  1607.65  1268.79  577.544  566.59 
360  1255.65  1002.1  423.258  409.955 
361  1442.11  1172.58  526.837  498.552 
362  1435.09  1126.66  482.85  489.765 
363  1612.38  1284.95  577.596  575.316 
364  1461.39  1149.88  487.635  479.338 
365  1641.32  1316.56  590.194  562.181 
366  1637.38  1267.13  537.786  556.938 
367  1812.38  1430.36  636.014  638.186 
368  1287.32  1024.49  424.169  417.415 
369  1462.71  1182.7  520.573  501.575 
370  1449.87  1134.28  475.077  485.38 
371  1630.55  1297.46  573.355  575.817 
372  1483.59  1168.27  478.641  474.403 
373  1663.82  1332.63  583.459  562.902 
374  1646.61  1280.02  532.012  546.281 
375  1820.65  1440.22  631.948  633.867 
376  1483.2  1181.51  479.722  477.055 
377  1668.36  1346.9  582.779  567.862 
378  1657.09  1302.9  536.511  552.813 
379  1835.29  1463.59  634.946  641.339 
380  1686.66  1327.56  538.577  539.186 
381  1870.87  1495.34  645.391  628.657 
382  1861.05  1444.19  592.813  618.03 
383  2036.93  1606.7  693.01  701.749 
384  964.773  734.351  301.821  319.13 
385  1146.22  896.311  399.399  398.957 
386  1130.91  845.922  355.314  386.477 
387  1323.52  1013.77  453.331  472.999 
388  1167.84  895.417  367.007  381.639 
389  1355.86  1060.53  466.176  464.495 
390  1338.25  1008.04  416.381  452.391 
391  1530.9  1173.38  514.882  535.52 
392  1166.22  900.376  367.656  388.84 
393  1351.56  1063.57  470.173  469.759 
394  1346.6  1025.33  426.515  464.673 
395  1529.7  1181.64  523.06  548.938 
396  1379.9  1061.14  435.098  456.072 
397  1554.85  1218.53  535.288  533.778 
398  1554.64  1176.45  487.255  529.749 
399  1732.76  1334  585.012  610.592 
400  1192.88  913.04  359.444  383.088 
