1  681.583  560.147  256.192  257.339 
2  655.154  503.13  211.384  242.468 
3  864.86  680.911  314.694  333.906 
4  678.589  532.449  216.796  237.15 
5  881.963  714.339  321.184  324.296 
6  870.736  664.598  275.159  314.22 
7  1071.04  836.33  377.214  401.404 
8  692.79  547.616  221.506  239.831 
9  888.647  723.177  326.78  327.662 
10  884.327  681.056  283.657  319.489 
11  1068.71  843.949  381.23  405.022 
12  902.064  706.063  285.49  311.063 
13  1088.22  877.13  387.575  392.735 
14  1091.68  831.935  343.786  390.998 
15  1270.81  993.694  441.369  470.528 
16  713.872  561.256  218.553  241.207 
17  903.217  731.965  319.734  329.935 
18  883.925  680.918  269.236  307.939 
19  1084.42  853.479  377.131  404.934 
20  917.442  720.809  276.677  308.081 
21  1106.86  889.15  380.834  393.921 
22  1095.26  838.04  331.269  378.718 
23  1283.02  1002.66  433.568  467.828 
24  927.422  733.948  282.496  310.573 
25  1118.96  900.697  387.725  398.733 
26  1100.6  854.71  336.556  380.872 
27  1291.31  1016.42  440.975  472.656 
28  1132.09  889.861  341.618  380.451 
29  1315.48  1052.59  446.088  463.868 
30  1308.5  1006.53  395.861  450.467 
31  1491.31  1166.37  500.559  536.563 
32  719.922  568.606  237.789  261.619 
33  909.771  746.085  335.131  351.312 
34  896.592  702.636  301.861  335.469 
35  1086.96  866.568  394.832  421.504 
36  915.696  721.833  299.807  324.275 
37  1106.86  898.677  402.122  411.348 
38  1094.72  852.236  359.667  402.237 
39  1288.67  1023.05  458.794  486.534 
40  918.348  731.037  301.214  328.474 
41  1107.5  904.306  402.716  416.305 
42  1099.37  860.632  363.025  401.961 
43  1278.79  1024.26  457.822  490.322 
44  1122.74  886.032  362.564  395.367 
45  1306.59  1055.16  463.524  480.421 
46  1300.39  1005.73  419.015  469.332 
47  1479.81  1173.36  517.891  554.412 
48  936.116  746.602  295.735  331.574 
49  1125.48  913.906  395.587  420.021 
50  1108.28  868.088  353.798  402.159 
51  1300.74  1037.54  453.216  493.157 
52  1133.47  896.495  352.049  392.656 
53  1324.86  1070.5  457.962  482.969 
54  1312.04  1020.03  410.21  464.724 
55  1496.8  1187.03  513.45  556.503 
56  1147.83  915.719  360.295  396.417 
57  1334.76  1082.58  464.883  488.246 
58  1319.34  1037.08  415.913  465.114 
59  1506.54  1199.39  516.81  559.044 
60  1347.25  1066.28  417.038  462.989 
61  1529.78  1232.98  522.145  548.121 
62  1516.53  1181.48  471.981  532.759 
63  1699.37  1345.36  574.762  619.928 
64  605.742  489.637  196.825  198.092 
65  798.101  667.563  297.049  282.649 
66  788.559  617.292  256.129  275.213 
67  970.33  776.968  349.672  354.774 
68  806.892  640.243  256.896  265.537 
69  990.309  812.738  360.791  349.481 
70  986.714  763.059  311.721  341.852 
71  1173.08  929.303  412.143  424.227 
72  819.301  657.661  258.644  266.561 
73  1001.39  831.096  360.862  352.411 
74  999.918  779.938  316.588  345.916 
75  1173.48  941.674  411.884  427 
76  1013.98  799.713  318.416  335.126 
77  1200.08  974.61  421.663  419.928 
78  1204.03  922.491  374.2  413.655 
79  1379.64  1089.93  476.014  497.985 
80  835.33  672.131  255.462  267.897 
81  1016.25  841.304  353.045  353.25 
82  1005.47  789.945  307.058  335.563 
83  1186.55  950.743  405.112  423.594 
84  1034.3  820.286  314.333  330.168 
85  1218.81  993.002  418.41  421.444 
86  1206.53  936.859  363.627  402.585 
87  1387.05  1099.92  466.874  490.493 
88  1037.28  830.463  314.388  332.767 
89  1223.75  1001.69  417.094  421.591 
90  1213.36  952.555  367.24  407.838 
91  1391.8  1114.17  469.946  493.057 
92  1236.67  977.023  371.538  398.274 
93  1422  1150.48  477.173  486.874 
94  1416.79  1096.74  425.402  474.222 
95  1596.17  1261.63  527.395  559.047 
96  840.849  680.232  280.567  287.443 
97  1027.24  853.246  379.544  377.458 
98  1016.22  808.38  339.634  361.423 
99  1196.23  970.935  430.796  444.571 
100  1034.19  826.142  341.083  349.297 
101  1226.4  1005.35  445.532  437.481 
102  1210.98  951.235  392.659  427.276 
103  1391.2  1114.88  493.774  509.507 
104  1037.6  835.732  339.496  350.923 
105  1225.49  1013.4  439.57  442.876 
106  1212.62  959.322  393.509  425.297 
107  1384.14  1120.85  489.483  511.095 
108  1238.32  984.971  400.541  417.875 
109  1421.77  1158.61  503.06  505.183 
110  1411.33  1100.63  449.686  494.341 
111  1589.25  1268.67  549.05  576.477 
112  1054.16  853.527  331.157  352.705 
113  1236.92  1022.91  431.118  442.662 
114  1225.59  973.928  388.842  423.935 
115  1405.01  1134.58  484.704  512.14 
116  1251.71  998.149  390.647  414.571 
117  1438.4  1174.55  497.895  505.865 
118  1417  1112.92  440.857  486.146 
119  1602.6  1282.7  546.876  575.859 
120  1251.94  1010.67  391.017  414.625 
121  1442.4  1184.08  494.55  506.401 
122  1432.59  1136.57  448.225  489.834 
123  1610.05  1296.82  545.921  579.069 
124  1452.98  1156.4  450.031  478.76 
125  1643.12  1332.33  557.303  571.5 
126  1629.05  1274.54  502.259  554.519 
127  1808.05  1442.22  605.096  643.179 
128  727.816  559.062  214.293  247.464 
129  922.677  737.306  315.17  332.416 
130  894.253  676.288  267.54  315.781 
