0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0.692264 0.692264 0 0 0.692264 0 0 0 0 
0 0.997415 0.997415 0 0 0.997415 0 0 0 0 
0 1.38132 1.38132 0 0 1.38132 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 2.08505 2.08505 0 0 2.08505 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0.12194 0.12194 0 0 0.12194 0 0 0 0 
0 1.3428 1.3428 0 0 1.3428 0 0 0 0 
0 1.3201 1.3201 0 0 1.3201 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0.0755712 0.0755712 0 0 0.0755712 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0.271234 0.271234 0 0 0.271234 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0.182901 0.182901 0 0 0.182901 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 1.62404 1.62404 0 0 1.62404 0 0 0 0 
0 0.146808 0.146808 0 0 0.146808 0 0 0 0 
0 2.40496 2.40496 0 0 2.40496 0 0 0 0 
0 1.77117 1.77117 0 0 1.77117 0 0 0 0 
0 0.407836 0.407836 0 0 0.407836 0 0 0 0 
0 1.35895 1.35895 0 0 1.35895 0 0 0 0 
0 1.8684 1.8684 0 0 1.8684 0 0 0 0 
0 2.62092 2.62092 0 0 2.62092 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 1.6546 1.6546 0 0 1.6546 0 0 0 0 
0 2.69742 2.69742 0 0 2.69742 0 0 0 0 
0 3.22949 3.22949 0 0 3.22949 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0.141368 0.141368 0 0 0.141368 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0.637865 0.637865 0 0 0.637865 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 1.03178 1.03178 0 0 1.03178 0 0 0 0 
0 0.254137 0.254137 0 0 0.254137 0 0 0 0 
0 1.83827 1.83827 0 0 1.83827 0 0 0 0 
0 1.73232 1.73232 0 0 1.73232 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
